PS1,EPS1,VS1,CE,CP,SE,FS1,TS1,PS2,FS2,TS2,PS3,TS3,PS4,TS4,PS5,PS6,cool,valv,pump,hydr,stab
160.67349166666665,2538.929166666667,0.57695,39.60135,1.86275,59.15718333333334,6.709815,35.62198333333333,109.46691350000002,10.304591666666665,40.97876666666666,1.9914753333333333,38.471016666666664,0.0,31.745250000000002,9.842169499999999,9.7280975,3.0,100.0,0.0,130.0,1.0
160.60332,2531.4988999999996,0.56585,25.786433333333335,1.2555500000000002,59.33561666666665,6.7153149999999995,36.676966666666665,109.35489033333333,10.403098333333332,41.532766666666674,1.9762343333333332,38.97896666666667,0.0,34.49386666666666,9.635142166666666,9.529487833333333,3.0,100.0,0.0,130.0,1.0
160.34772,2519.928,0.5765333333333333,22.21823333333333,1.1132166666666665,59.54315,6.718521666666667,37.88080000000001,109.15884466666667,10.36625,42.44245,1.9722239999999998,39.63195,0.0,35.646150000000006,9.530547833333333,9.427948833333334,3.0,100.0,0.0,130.0,1.0
160.18808833333333,2511.5416333333333,0.5692666666666667,20.45981666666667,1.0621500000000001,59.7949,6.720565,38.87904999999999,109.06480716666667,10.302678333333333,43.403983333333336,1.9465755,40.40338333333333,0.0,36.57946666666666,9.438826666666667,9.337429499999999,3.0,100.0,0.0,130.0,1.0
160.00047166666667,2503.4495,0.5773666666666666,19.787016666666673,1.0704666666666667,59.455266666666674,6.690308333333332,39.80391666666667,108.93143433333334,10.23775,44.332750000000004,1.9227069999999997,41.310550000000006,0.0,37.4279,9.358762,9.260636166666666,3.0,100.0,0.0,130.0,1.0
159.92021,2501.0070666666666,0.5726833333333333,19.149683333333336,1.072083333333333,59.563333333333325,6.699023333333335,40.65944999999999,108.88768166666668,10.17872,45.17061666666666,1.9132845,42.12411666666666,0.0,38.212066666666665,9.301159666666667,9.206877,3.0,100.0,0.0,130.0,1.0
159.672675,2494.4168999999997,0.5730333333333333,18.666383333333332,1.0816833333333333,59.789899999999996,6.698573333333334,41.46363333333334,108.6764655,10.140809999999998,45.94723333333332,1.888099666666667,42.88811666666666,0.0,38.9321,9.233941833333333,9.143320166666667,3.0,100.0,0.0,130.0,1.0
159.61445166666667,2489.421533333333,0.5720000000000002,18.17843333333333,1.0787,59.59061666666666,6.678026666666667,42.215266666666665,108.65174466666666,10.095978333333333,46.665233333333326,1.874894166666667,43.51988333333333,0.0,39.55896666666667,9.194159166666667,9.105058166666668,3.0,100.0,0.0,130.0,1.0
159.475745,2484.4190666666664,0.5670666666666668,18.334866666666667,1.1150833333333334,59.60888333333333,6.6716516666666665,42.89198333333333,108.5297385,10.039709999999998,47.33943333333334,1.8581203333333334,44.20125,0.0,40.08053333333333,9.144616166666667,9.057066833333334,3.0,100.0,0.0,130.0,1.0
159.43799666666666,2480.4348666666665,0.5716833333333333,18.205733333333335,1.1291333333333333,59.47373333333333,6.659990000000001,43.53283333333333,108.51088516666667,9.997761666666666,47.98141666666667,1.8410633333333335,44.797133333333335,0.0,40.612550000000006,9.1048315,9.019264666666666,3.0,100.0,0.0,130.0,1.0
159.3217566666667,2478.7949,0.5687,18.112016666666666,1.1453500000000003,59.58435,6.659208333333334,44.10611666666666,108.43785166666666,9.964414999999999,48.58626666666666,1.832484,45.36508333333334,0.0,41.1002,9.068216833333333,8.983758166666666,3.0,100.0,0.0,130.0,1.0
159.23511333333335,2472.2732,0.5781499999999998,18.06883333333333,1.1645833333333333,59.758183333333335,6.663306666666667,44.63850000000001,108.3167815,9.931453333333334,49.11421666666666,1.8256623333333333,45.921483333333335,0.0,41.56785,9.023033666666667,8.940413000000001,3.0,100.0,0.0,130.0,1.0
159.13514833333335,2467.228833333333,0.5842333333333334,17.742283333333333,1.1629666666666665,59.73681666666666,6.655926666666667,45.159600000000005,108.24107966666666,9.914133333333334,49.60216666666667,1.8158948333333333,46.39106666666667,0.0,42.03833333333333,8.981116666666667,8.9016205,3.0,100.0,0.0,130.0,1.0
159.08735166666668,2465.3071666666665,0.5885666666666667,17.67815,1.1798999999999997,59.91648333333333,6.6654100000000005,45.62873333333333,108.21403683333334,9.89123,50.06426666666667,1.807515,46.86816666666666,0.0,42.43971666666666,8.948214499999999,8.870686666666666,3.0,100.0,0.0,130.0,1.0
158.98582333333331,2461.7723333333333,0.5824666666666666,17.778833333333335,1.2018666666666666,60.04731666666666,6.669133333333333,46.05918333333334,108.12740333333332,9.856931666666668,50.509083333333336,1.8038095,47.318266666666666,0.0,42.79893333333333,8.915401333333334,8.840755499999998,3.0,100.0,0.0,130.0,1.0
158.86424000000002,2459.5113666666666,0.5823666666666666,17.692366666666665,1.2073833333333335,59.8111,6.649888333333333,46.46225000000001,108.03851166666668,9.835401666666666,50.915233333333326,1.8023995000000002,47.70863333333333,0.0,43.15196666666667,8.890655333333333,8.816202,3.0,100.0,0.0,130.0,1.0
158.81964166666668,2458.1660999999995,0.5849,17.72151666666667,1.219616666666667,59.86661666666667,6.649658333333334,46.83956666666666,107.981409,9.799335,51.298866666666655,1.793656333333333,48.06265,5e-07,43.44553333333333,8.889613166666667,8.813412333333334,3.0,100.0,0.0,130.0,1.0
158.79358,2455.588233333333,0.5930833333333333,17.820149999999998,1.2421833333333332,59.76801666666667,6.639613333333334,47.15218333333333,107.95498783333332,9.779605000000002,51.6532,1.7949478333333333,48.44433333333333,0.0,43.73203333333333,8.8617665,8.786334666666667,3.0,100.0,0.0,130.0,1.0
158.65068833333333,2452.2997666666665,0.6039,17.555983333333337,1.2353166666666666,60.0963,6.660111666666666,47.46976666666668,107.83698666666668,9.760646666666664,51.9964,1.7934546666666664,48.740183333333334,0.0,44.044,8.836582499999999,8.762949166666667,3.0,100.0,0.0,130.0,1.0
158.59539833333332,2448.3263333333334,0.60335,17.66436666666667,1.2561166666666668,60.018899999999995,6.64878,47.751066666666674,107.76220716666667,9.741035,52.31358333333333,1.8003541666666667,49.08618333333333,0.0,44.30386666666667,8.815813666666667,8.7445195,3.0,100.0,0.0,130.0,1.0
158.61717000000002,2444.7216333333336,0.6186666666666666,17.734166666666667,1.2668833333333331,59.94155000000001,6.6382449999999995,48.026199999999996,107.79408933333335,9.695861666666666,52.58476666666666,1.8004373333333332,49.34715000000001,0.0,44.498483333333326,8.8195605,8.751074833333334,3.0,100.0,0.0,130.0,1.0
158.57060333333334,2441.7758,0.6306999999999999,17.942616666666666,1.2905000000000004,60.18719999999999,6.6441333333333334,48.27095,107.739285,9.656905,52.84005,1.7975006666666669,49.62603333333334,0.0,44.66851666666668,8.829950666666667,8.7603445,3.0,100.0,0.0,130.0,1.0
158.53252166666664,2438.7711999999997,0.6217333333333334,17.95565,1.2976833333333333,60.08256666666666,6.636838333333333,48.49956666666667,107.73017866666666,9.632158333333333,53.062083333333334,1.7913808333333332,49.85611666666667,0.0,44.85526666666667,8.833388333333334,8.763845666666667,3.0,100.0,0.0,130.0,1.0
158.50901166666668,2437.650633333333,0.6250333333333332,17.929516666666668,1.302283333333333,59.9592,6.63277,48.71131666666666,107.73016933333332,9.616863333333335,53.256350000000005,1.7924931666666666,50.07588333333333,0.0,45.05454999999999,8.825094499999999,8.7546255,3.0,100.0,0.0,130.0,1.0
158.44460833333332,2437.1267666666668,0.6333000000000001,17.960766666666668,1.310466666666667,60.04371666666666,6.63475,48.919533333333334,107.71205083333334,9.606636666666667,53.46209999999999,1.7926175,50.26948333333333,0.0,45.20803333333333,8.814211,8.743425166666666,3.0,100.0,0.0,130.0,1.0
158.33628166666668,2434.6056,0.6361166666666667,18.28901666666666,1.3448,60.350783333333325,6.647125000000001,49.110033333333334,107.59213533333332,9.595623333333332,53.67381666666666,1.7388951666666665,50.52235,0.0,45.32215,8.799729,8.7305495,3.0,100.0,0.0,130.0,1.0
158.26508666666666,2432.5054333333333,0.6377333333333334,18.268216666666664,1.3485833333333335,60.21648333333334,6.634791666666667,49.318749999999994,107.51676166666665,9.57423,53.87058333333333,1.731176,50.721199999999996,0.0,45.49631666666666,8.796408833333333,8.727123833333334,3.0,100.0,0.0,130.0,1.0
158.25193833333333,2432.6523666666667,0.6266999999999999,18.646099999999997,1.3834166666666663,60.43134999999999,6.6468799999999995,49.49523333333334,107.48398466666667,9.554103333333332,54.05960000000001,1.7406128333333333,50.910499999999985,0.0,45.53816666666667,8.791438499999998,8.722814000000001,3.0,100.0,0.0,130.0,1.0
